Drug,Classes,Groups,Gene,Protein,Gene Type,Drug Action,DrugBank.ID
Methocarbamol,"Muscle Relaxants, Central",approved,CA1,Carbonic anhydrase 1,target,inhibitor,DB00423
Triprolidine,,approved,HRH1,Histamine H1 receptor,target,antagonist,DB00427
Carboprost Tromethamine,,approved,PTGER1,Prostaglandin E2 receptor EP1 subtype,target,agonist,DB00429
Prochlorperazine,Antipsychotic AgentsAntiemeticsDopamine AntagonistsPhenothiazines,approved,DRD2,D(2) dopamine receptor,target,antagonist,DB00433
Nitric Oxide,Bronchodilator AgentsEndothelium-Dependent Relaxing FactorsFree Radical ScavengersNeurotransmitter Agents,approved,GUCY1A2,Guanylate cyclase soluble subunit alpha-2,target,inducer,DB00435
Allopurinol,Gout SuppressantsEnzyme InhibitorsAntimetabolitesFree Radical Scavengers,approved,XDH,Xanthine dehydrogenase/oxidase,target,inhibitor,DB00437
Cerivastatin,Hypolipidemic Agents,withdrawn,HMGCR,3-hydroxy-3-methylglutaryl-coenzyme A reductase,target,inhibitor,DB00439
Betamethasone,Anti-Asthmatic AgentsAnti-Inflammatory AgentsGlucocorticoidsCorticosteroids,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00443
Teniposide,Antineoplastic AgentsEnzyme InhibitorsNucleic Acid Synthesis Inhibitors,approved,TOP2A,DNA topoisomerase 2-alpha,target,inhibitor,DB00444
Lansoprazole,Enzyme InhibitorsAnti-Ulcer AgentsProton Pump InhibitorsAnti-Infective Agents,approvedinvestigational,ATP4A,Potassium-transporting ATPase alpha chain 1,target,inhibitor,DB00448
Loratadine,"Anti-Allergic AgentsAntipruriticsHistamine H1 Antagonists, Non-SedatingHistamine Antagonists",approved,HRH1,Histamine H1 receptor,target,antagonist,DB00455
Fluoxetine,"Antidepressive Agents, Second-GenerationSerotonin Uptake InhibitorsSerotonin Agents",approved,SLC6A4,Sodium-dependent serotonin transporter,target,inhibitor,DB00472
Methohexital,"Anesthetics, IntravenousBarbiturates",approved,GABRA1,Gamma-aminobutyric acid receptor subunit alpha-1,target,antagonist,DB00474
Chlordiazepoxide,"Anti-Anxiety AgentsHypnotics and SedativesAdjuvants, AnesthesiaGABA ModulatorsBenzodiazepines",approvedillicit,GABRA1,GABA-A receptor (anion channel),target,positive allosteric modulator,DB00475
Rimantadine,,approved,M,Matrix protein 2,target,other/unknown,DB00478
Fosinopril,,approved,ACE,Angiotensin-converting enzyme,target,inhibitor,DB00492
Entacapone,Enzyme InhibitorsAntiparkinson AgentsAntidyskinetics,approvedinvestigational,COMT,Catechol O-methyltransferase,target,inhibitor,DB00494
Phenindione,Anticoagulants,approved,VKORC1,Vitamin K epoxide reductase complex subunit 1,target,inhibitor,DB00498
Cimetidine,Adjuvants,approved,HRH2,Histamine H2 receptor,target,antagonist,DB00501
Ritonavir,,approvedinvestigational,,Protease,target,inhibitor,DB00503
Levallorphan,Narcotic AntagonistsAntidotes,approved,OPRM1,Mu-type opioid receptor,target,partial agonist,DB00504
Nitazoxanide,Antiparasitic Agents,approvedinvestigational,por,Pyruvate-flavodoxin oxidoreductase,target,inhibitor,DB00507
Acetyldigitoxin,Enzyme InhibitorsAnti-Arrhythmia AgentsCardiotonic Agents,approved,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,target,inhibitor,DB00511
Trandolapril,Angiotensin-Converting Enzyme InhibitorsAntihypertensive Agents,approved,ACE,Angiotensin-converting enzyme,target,inhibitor,DB00519
Caspofungin,Antifungal Agents,approved,fksA,"1,3-beta-glucan synthase component FKS1",target,inhibitor,DB00520
Bentiromide,Indicators and ReagentsDiagnostic Agents,withdrawn,HPN,Serine protease hepsin,target,ligand,DB00522
Metolazone,Antihypertensive AgentsDiureticsSodium Chloride Symporter Inhibitors,approved,SLC12A3,Solute carrier family 12 member 3,target,inhibitor,DB00524
Tolnaftate,Antifungal Agents,approved,ERG1,Squalene monooxygenase,target,inhibitor,DB00525
Lercanidipine,Antihypertensive AgentsCalcium Channel Blockers,approvedinvestigational,CACNG1,Voltage-dependent calcium channel gamma-1 subunit,target,inhibitor,DB00528
Mephenytoin,Anticonvulsants,investigationalwithdrawn,SCN5A,Sodium channel protein type 5 subunit alpha,target,inhibitor,DB00532
Toremifene,"Antineoplastic Agents, HormonalBone Density Conservation AgentsSelective Estrogen Receptor Modulators",approvedinvestigational,ESR1,Estrogen receptor,target,modulator,DB00539
Benazepril,Angiotensin-Converting Enzyme InhibitorsAntihypertensive Agents,approvedinvestigational,ACE,Angiotensin-converting enzyme,target,inhibitor,DB00542
Desoximetasone,,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00547
Zafirlukast,Anti-Asthmatic AgentsLeukotriene Antagonists,approvedinvestigational,CYSLTR1,Cysteinyl leukotriene receptor 1,target,antagonist,DB00549
Propylthiouracil,AntimetabolitesAntithyroid Agents,approved,TPO,Thyroid peroxidase,target,inhibitor,DB00550
Pentostatin,Antineoplastic AgentsAdenosine Deaminase InhibitorsAntibiotics,approvedinvestigational,ADA,Adenosine deaminase,target,inhibitor,DB00552
Lamotrigine,AnticonvulsantsCalcium Channel BlockersAntidepressive Agents,approvedinvestigational,SCN2A,Sodium channel protein type 2 subunit alpha,target,inhibitor,DB00555
Hydroxyzine,Hypnotics and SedativesAntipruriticsHistamine H1 Antagonists,approved,HRH1,Histamine H1 receptor,target,antagonist,DB00557
Methotrexate,"Antirheumatic AgentsDermatologic AgentsImmunosuppressive AgentsEnzyme InhibitorsFolic Acid AntagonistsNucleic Acid Synthesis InhibitorsAntimetabolites, AntineoplasticAbortifacient Agents, NonsteroidalAbortifacient Agents",approved,DHFR,Dihydrofolate reductase,target,inhibitor,DB00563
Carbamazepine,"AnticonvulsantsAntimanic AgentsAnalgesics, Non-Narcotic",approvedinvestigational,SCN5A,Sodium channel protein type 5 subunit alpha,target,inhibitor,DB00564
Cisatracurium Besylate,Neuromuscular Blocking Agents,approved,CHRNA2,Neuronal acetylcholine receptor subunit alpha-2,target,inhibitor,DB00565
Sulfamethizole,Anti-Infective Agents,approved,folP,Dihydropteroate synthase,target,inhibitor,DB00576
Valdecoxib,"Anti-Inflammatory Agents, Non-Steroidal",investigationalwithdrawn,PTGS2,Prostaglandin G/H synthase 2,target,inhibitor,DB00580
Lactulose,Gastrointestinal Agents,approved,ebgA,Evolved beta-galactosidase subunit alpha,target,other,DB00581
Voriconazole,Antifungal Agents14-alpha Demethylase Inhibitors,approvedinvestigational,ERG11,Lanosterol 14-alpha demethylase,target,antagonistinhibitor,DB00582
Enalapril,Angiotensin-Converting Enzyme InhibitorsAntihypertensive Agents,approved,ACE,Angiotensin-converting enzyme,target,inhibitor,DB00584
Nizatidine,Anti-Ulcer AgentsHistamine H2 Antagonists,approved,HRH2,Histamine H2 receptor,target,antagonist,DB00585
Cinalukast,Anti-Arrhythmia Agents,approved,CYSLTR1,Cysteinyl leukotriene receptor 1,target,antagonist,DB00587
Fluocinolone Acetonide,Anti-Inflammatory AgentsGlucocorticoids,approvedinvestigational,NR3C1,Glucocorticoid receptor,target,agonist,DB00591
Piperazine,Antinematodal Agents,approved,GABRB3,Gamma-aminobutyric acid receptor subunit beta-3,target,agonist,DB00592
Ethosuximide,AnticonvulsantsSuccinimides,approved,CACNA1G,Voltage-dependent T-type calcium channel subunit alpha-1G,target,inhibitor,DB00593
Halobetasol Propionate,,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00596
Monobenzone,Dermatologic Agents,approved,TYR,Tyrosinase,target,inhibitor,DB00600
Metaraminol,Vasoconstrictor AgentsSympathomimeticsAdrenergic alpha-1 Receptor Agonists,approvedinvestigational,ADRA1A,Alpha-1A adrenergic receptor,target,agonist,DB00610
Paramethadione,,approved,CACNA1I,Voltage-dependent T-type calcium channel subunit alpha-1I,target,suppressor,DB00617
Triamcinolone,Anti-Inflammatory AgentsGlucocorticoids,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00620
Oxandrolone,Anabolic AgentsAndrogens,approvedinvestigational,AR,Androgen receptor,target,agonist,DB00621
Testosterone,Androgens,approvedinvestigational,AR,Androgen receptor,target,agonist,DB00624
Efavirenz,Anti-HIV AgentsReverse Transcriptase Inhibitors,approvedinvestigational,pol,Reverse Transcriptase,target,inhibitor,DB00625
Dexmedetomidine,"Hypnotics and SedativesAnalgesics, Non-NarcoticAdrenergic alpha-2 Receptor Agonists",approved,ADRA2A,Alpha-2A adrenergic receptor,target,agonist,DB00633
Clofibrate,Anticholesteremic AgentsHypolipidemic Agents,approved,PPARA,Peroxisome proliferator-activated receptor alpha,target,agonist,DB00636
Inulin,Diagnostic Agents,approvednutraceutical,cft,Cycloinulo-oligosaccharide fructanotransferase,target,binder,DB00638
Dyclonine,"Anesthetics, Local",approved,SCN10A,Sodium channel protein type 10 subunit alpha,target,inhibitor,DB00645
Stavudine,Anti-HIV AgentsAntimetabolitesReverse Transcriptase Inhibitors,approvedinvestigational,pol,Reverse Transcriptase,target,inhibitor,DB00649
Leucovorin,"Vitamin B ComplexVitaminsAntidotesAnti-anemic AgentsAntineoplastics, Adjuncts",approved,TYMS,Thymidylate synthase,target,inhibitor,DB00650
Latanoprost,,approvedinvestigational,PTGFR,Prostaglandin F2-alpha receptor,target,agonist,DB00654
Estrone,EstrogensAnti-menopausal Agents,approved,ESR1,Estrogen receptor,target,agonist,DB00655
Mecamylamine,,approved,CHRNA2,Neuronal acetylcholine receptor subunit alpha-2,target,inhibitor,DB00657
Flumethasone Pivalate,,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00663
Sulfametopyrazine,"AntimalarialsAnti-Infective AgentsAnti-Infective Agents, Urinary",approvedwithdrawn,,Dihydropteroate synthetase,target,inhibitor,DB00664
Nilutamide,Antineoplastic AgentsAndrogen Antagonists,approved,AR,Androgen receptor,target,antagonist,DB00665
Pirenzepine,Anti-Ulcer AgentsMuscarinic AntagonistsAntispasmodics,approved,CHRM1,Muscarinic acetylcholine receptor M1,target,antagonist,DB00670
Cefixime,Anti-Bacterial AgentsCephalosporins,approved,mrdA,Penicillin-binding protein 2,target,inhibitor,DB00671
Chlorpropamide,Hypoglycemic AgentsAntidiabetic Agents,approved,ABCC8,ATP-binding cassette sub-family C member 8,target,inhibitor,DB00672
Aprepitant,,approvedinvestigational,TACR1,Substance-P receptor,target,antagonist,DB00673
Losartan,Antihypertensive AgentsAnti-Arrhythmia AgentsAngiotensin II Type 1 Receptor BlockersAngiotensin Receptor Antagonists,approved,AGTR1,Type-1 angiotensin II receptor,target,antagonist,DB00678
Moricizine,Anti-Arrhythmia AgentsVoltage-Gated Sodium Channel Blockers,approvedwithdrawn,SCN5A,Sodium channel protein type 5 subunit alpha,target,inhibitor,DB00680
Warfarin,AnticoagulantsRodenticides,approved,VKORC1,Vitamin K epoxide reductase complex subunit 1,target,inhibitor,DB00682
Cephaloglycin,Anti-Bacterial AgentsCephalosporins,approved,pbpA,Penicillin-binding protein 2A,target,antagonist,DB00689
Nicergoline,Nootropic AgentsVasodilator AgentsAdrenergic alpha-Antagonists,approved,ADRA1A,Alpha-1A adrenergic receptor,target,agonist,DB00699
Eplerenone,Mineralocorticoid Receptor Antagonists,approved,NR3C2,Mineralocorticoid receptor,target,antagonist,DB00700
Amprenavir,"Anti-HIV AgentsAntibiotics, AntitubercularHIV Protease Inhibitors",approved,,Protease,target,inhibitor,DB00701
Delavirdine,Reverse Transcriptase Inhibitors,approved,pol,Reverse Transcriptase,target,inhibitor,DB00705
Norethindrone,"Contraceptives, Oral, Synthetic",approved,PGR,Progesterone receptor,target,agonist,DB00717
Adefovir Dipivoxil,Antiviral AgentsReverse Transcriptase Inhibitors,approvedinvestigational,P,Protein P,target,other,DB00718
Azatadine,Histamine H1 Antagonists,approved,HRH1,Histamine H1 receptor,target,antagonist,DB00719
Nitroglycerin,Vasodilator AgentsExplosive Agents,approvedinvestigational,NPR1,Atrial natriuretic peptide receptor 1,target,agonist,DB00727
Diphemanil Methylsulfate,,approvedwithdrawn,CHRM3,Muscarinic acetylcholine receptor M3,target,antagonist,DB00729
Thiabendazole,Anthelmintics,approved,frdA,Fumarate reductase flavoprotein subunit,target,inhibitor,DB00730
Atracurium,,approved,CHRNA2,Neuronal acetylcholine receptor subunit alpha-2,target,inhibitor,DB00732
Naftifine,,approved,SQLE,Squalene monooxygenase,target,inhibitor,DB00735
Esomeprazole,Proton Pump InhibitorsHistamine Antagonists,approvedinvestigational,ATP4A,Potassium-transporting ATPase alpha chain 1,target,inhibitor,DB00736
Meclizine,Anti-Allergic AgentsHistamine H1 AntagonistsHistamine AntagonistsAntiemetics,approved,HRH1,Histamine H1 receptor,target,antagonist,DB00737
Zileuton,"Anti-Inflammatory Agents, Non-SteroidalLipoxygenase InhibitorsLeukotriene Antagonists",approvedinvestigationalwithdrawn,ALOX5,Arachidonate 5-lipoxygenase,target,inhibitor,DB00744
Carbinoxamine,Histamine H1 AntagonistsHistamine Antagonists,approved,HRH1,Histamine H1 receptor,target,antagonist,DB00748
Prilocaine,"Anesthetics, Local",approved,SCN5A,Sodium channel protein type 5 subunit alpha,target,inhibitor,DB00750
Ethotoin,Anticonvulsants,approved,SCN5A,Sodium channel protein type 5 subunit alpha,target,inhibitor,DB00754
Dolasetron,Serotonin AntagonistsAntiemetics,approved,HTR3A,5-hydroxytryptamine receptor 3A,target,antagonist,DB00757
Clopidogrel,Platelet Aggregation Inhibitors,approvednutraceutical,P2RY12,P2Y purinoceptor 12,target,antagonist,DB00758
Meropenem,Anti-Bacterial Agents,approvedinvestigational,dacB,D-alanyl-D-alanine carboxypeptidase DacB,target,inhibitor,DB00760
Methimazole,Antithyroid Agents,approved,TPO,Thyroid peroxidase,target,inhibitor,DB00763
Mometasone,,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00764
Metyrosine,Enzyme Inhibitors,approved,TH,Tyrosine 3-monooxygenase,target,binder,DB00765
Clavulanate,Enzyme InhibitorsAnti-Bacterial Agents,approved,blaZ,Beta-lactamase,target,inhibitor,DB00766
Hydrocortamate,Anti-Inflammatory AgentsCorticosteroids,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00769
Clidinium,Anti-Arrhythmia AgentsMuscarinic AntagonistsCholinergic AntagonistsAntispasmodics,approved,CHRM1,Muscarinic acetylcholine receptor M1,target,antagonist,DB00771
Malathion,Cholinesterase InhibitorsInsecticides,approvedinvestigational,BCHE,Cholinesterase,target,inhibitor,DB00772
Oxcarbazepine,Anticonvulsants,approved,SCN5A,Sodium channel protein type 5 subunit alpha,target,inhibitor,DB00776
Propantheline,Anti-Ulcer AgentsMuscarinic AntagonistsAntispasmodics,approved,CHRM1,Muscarinic acetylcholine receptor M1,target,antagonist,DB00782
Gadopentetate dimeglumine,Contrast Media,approved,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",target,inhibitor,DB00789
Perindopril,Angiotensin-Converting Enzyme InhibitorsAntihypertensive Agents,approved,ACE,Angiotensin-converting enzyme,target,inhibitor,DB00790
Tripelennamine,Anti-Allergic AgentsHistamine Antagonists,approved,HRH1,Histamine H1 receptor,target,antagonist,DB00792
Candesartan,Antihypertensive AgentsAngiotensin II Type 1 Receptor BlockersAngiotensin Receptor Antagonists,approved,AGTR1,Type-1 angiotensin II receptor,target,antagonist,DB00796
Alfentanil,"Anesthetics, IntravenousAnalgesics, OpioidNarcotics",approvedillicit,OPRM1,Mu-type opioid receptor,target,agonist,DB00802
Proparacaine,"Anesthetics, Local",approved,SCN10A,Sodium channel protein type 10 subunit alpha,target,inhibitor,DB00807
Orciprenaline,SympathomimeticsAdrenergic beta-2 Receptor AgonistsBronchodilator AgentsTocolytic Agents,approved,ADRB2,Beta-2 adrenergic receptor,target,agonist,DB00816
Fosfomycin,Anti-Bacterial Agents,approved,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,target,inhibitor,DB00828
Clocortolone,Corticosteroids,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00838
Tolazamide,,approved,KCNJ1,ATP-sensitive inward rectifier potassium channel 1,target,inhibitor,DB00839
Flurandrenolide,Anti-Inflammatory AgentsGlucocorticoids,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00846
Aminolevulinic acid,Photosensitizing Agents,approved,ALAD,Delta-aminolevulinic acid dehydratase,target,inducer,DB00855
Terbinafine,Antifungal Agents,approvedinvestigational,SQLE,Squalene monooxygenase,target,inhibitor,DB00857
Drostanolone,,approvedillicit,AR,Androgen receptor,target,agonist,DB00858
Prednisolone,"Antineoplastic Agents, HormonalAnti-Inflammatory AgentsGlucocorticoids",approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00860
Ranitidine,Anti-Ulcer AgentsHistamine H2 Antagonists,approved,HRH2,Histamine H2 receptor,target,antagonist,DB00863
Tacrolimus,,approvedinvestigational,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,target,inhibitor,DB00864
Ritodrine,SympathomimeticsAdrenergic beta-2 Receptor AgonistsTocolytic Agents,approved,ADRB2,Beta-2 adrenergic receptor,target,agonist,DB00867
Benzonatate,Antitussive Agents,approved,SCN5A,Sodium channel protein type 5 subunit alpha,target,antagonist,DB00868
Terbutaline,SympathomimeticsAdrenergic beta-2 Receptor AgonistsBronchodilator AgentsTocolytic Agents,approved,ADRB2,Beta-2 adrenergic receptor,target,agonist,DB00871
Loteprednol,Anti-Allergic Agents,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00873
Eprosartan,,approved,AGTR1,Type-1 angiotensin II receptor,target,antagonist,DB00876
Emtricitabine,,approvedinvestigational,pol,Reverse Transcriptase,target,inhibitor,DB00879
Quinapril,Angiotensin-Converting Enzyme InhibitorsAntihypertensive Agents,approvedinvestigational,ACE,Angiotensin-converting enzyme,target,inhibitor,DB00881
Clomifene,"Fertility Agents, FemaleEstrogen AntagonistsSelective Estrogen Receptor Modulators",approvedinvestigational,ESR1,Estrogen receptor,target,antagonistagonist,DB00882
Isosorbide Dinitrate,Vasodilator AgentsNitric Oxide Donors,approved,NPR1,Atrial natriuretic peptide receptor 1,target,agonist,DB00883
Granisetron,Serotonin AntagonistsAntiemetics,approvedinvestigational,HTR3A,5-hydroxytryptamine receptor 3A,target,antagonist,DB00889
Dienestrol,"Estrogens, Non-Steroidal",approved,ESR1,Estrogen receptor,target,agonist,DB00890
Sulfapyridine,Dermatologic AgentsAnti-Infective AgentsSulfonamides,approved,sulI,Dihydropteroate synthase type-1,target,inhibitor,DB00891
Oxybuprocaine,"Anesthetics, Local",approved,SCN10A,Sodium channel protein type 10 subunit alpha,target,inhibitor,DB00892
Testolactone,"Antineoplastic Agents, Hormonal",approved,CYP19A1,Cytochrome P450 19A1,target,inhibitor,DB00894
Rimexolone,Corticosteroids,approved,NR3C1,Glucocorticoid receptor,target,agonist,DB00896
Bitolterol,Adrenergic beta-2 Receptor AgonistsBronchodilator Agents,withdrawn,ADRB2,Beta-2 adrenergic receptor,target,,DB00901
Methdilazine,Histamine Antagonists,approved,HRH1,Histamine H1 receptor,target,antagonist,DB00902
